SEX,INSR_TYPE,TYPE_VEHICLE,MAKE,USAGE,PREMIUM,CLAIM_PAID,has_claim,INSURED_VALUE,PROD_YEAR,SEATS_NUM,CCM_TON,CARRYING_CAPACITY,EFFECTIVE_YR,policy_days,vehicle_age,log_insured,log_ccm,value_per_seat,ccm_per_seat,eff_yr,carry_miss,TYPE_USAGE,MAKE_TYPE,MAKE_USAGE
0,1202,Pick-up,GREAT WALL,Own Goods,7888.33,,0,850000.0,2015.0,4.0,2494.0,7.0,11,364,1.0,13.652992804936396,7.822044008185619,212500.0,623.5,11.0,0,Pick-up_Own Goods,GREAT WALL_Pick-up,GREAT WALL_Own Goods
1,1202,Truck,FIAT,General Cartage,14282.9,26269.0,1,600000.0,1991.0,1.0,13798.0,284.6,14,365,24.0,13.304686600863562,9.532351404751555,600000.0,13798.0,14.0,0,Truck_General Cartage,FIAT_Truck,FIAT_General Cartage
0,1201,Automobile,NISSAN,Private,5155.4,,0,400000.0,2007.0,4.0,1295.0,0.0,83,364,10.0,12.899222326086994,7.16703787691222,100000.0,323.75,83.0,1,Automobile_Private,NISSAN_Automobile,NISSAN_Private
0,1201,Station Wagones,MITSUBISHI,Private,3959.01,,0,410000.0,1995.0,4.0,2555.0,2.0,96,365,20.0,12.923914877701906,7.846198815497425,102500.0,638.75,96.0,1,Station Wagones_Private,MITSUBISHI_Station Wagones,MITSUBISHI_Private
0,1201,Station Wagones,TOYOTA,Private,5531.68,,0,449441.0,2001.0,10.0,4163.0,2.0,95,364,15.0,13.01576209231037,8.33423142973486,44944.1,416.3,95.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Truck,IVECO,Own Goods,6449.47,,0,412500.0,1985.0,1.0,17000.0,77.3,14,364,29.0,12.929993908996359,9.741027444837728,412500.0,17000.0,14.0,0,Truck_Own Goods,IVECO_Truck,IVECO_Own Goods
1,1201,Automobile,MERCEEDICE,Private,10704.79,,0,1425320.69,2000.0,4.0,3199.0,0.0,11,364,16.0,14.169908093576206,8.070906088787819,356330.1725,799.75,11.0,1,Automobile_Private,MERCEEDICE_Automobile,MERCEEDICE_Private
0,1202,Truck,FIAT,Own Goods,8787.81,,0,750000.0,1992.0,1.0,13798.0,125.0,09,364,24.0,13.527829818844937,9.532351404751555,750000.0,13798.0,9.0,0,Truck_Own Goods,FIAT_Truck,FIAT_Own Goods
0,1201,Station Wagones,NISSAN,Private,19809.01,,0,1827837.02,2008.0,8.0,4169.0,2.0,11,364,8.0,14.418644416566808,8.335671314792847,228479.6275,521.125,11.0,1,Station Wagones_Private,NISSAN_Station Wagones,NISSAN_Private
0,1202,Bus,NISSAN,Own service,2365.38,,0,137788.0,2006.0,11.0,0.0,0.0,76,365,10.0,11.833478808540901,0.0,12526.181818181818,0.0,76.0,0,Bus_Own service,NISSAN_Bus,NISSAN_Own service
0,1201,Automobile,NISSAN,Private,2804.95,,0,200000.0,2001.0,5.0,1295.0,0.0,11,364,15.0,12.206077645517674,7.16703787691222,40000.0,259.0,11.0,1,Automobile_Private,NISSAN_Automobile,NISSAN_Private
0,1202,Truck,SINO HOWO,Own Goods,34715.2,,0,2500000.0,2009.0,0.0,12000.0,300.0,12,364,7.0,14.731801689838349,9.392745258631441,,,12.0,0,Truck_Own Goods,SINO HOWO_Truck,SINO HOWO_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,8269.04,,0,1236553.04,2012.0,4.0,2494.0,6.0,16,364,4.0,14.02783906899185,7.822044008185619,309138.26,623.5,16.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
1,1202,Truck,ISUZU,General Cartage,13204.73,,0,900000.0,2008.0,2.0,6000.0,0.0,85,365,7.0,13.710151153416941,8.699681400989514,450000.0,3000.0,85.0,0,Truck_General Cartage,ISUZU_Truck,ISUZU_General Cartage
2,1202,Trailers and semitrailers,MESFIN,General Cartage,4464.3,,0,300000.0,1995.0,0.0,0.0,220.0,12,364,19.0,12.611541086966115,0.0,,,12.0,0,Trailers and semitrailers_General Cartage,MESFIN_Trailers and semitrailers,MESFIN_General Cartage
2,1201,Automobile,TOYOTA,Private,3158.7,,0,200000.0,1999.0,4.0,998.0,0.0,11,364,17.0,12.206077645517674,6.906754778648554,50000.0,249.5,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1201,Automobile,TOYOTA,Private,5260.32,,0,441000.0,2006.0,4.0,1299.0,0.0,11,364,8.0,12.996802422000108,7.170119543449628,110250.0,324.75,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Truck,ISUSU,Own Goods,6339.12,,0,240000.0,2007.0,1.0,4334.0,35.0,94,364,7.0,12.388398368982115,8.374476889214643,240000.0,4334.0,94.0,0,Truck_Own Goods,ISUSU_Truck,ISUSU_Own Goods
0,1202,Truck,NISSAN,Own Goods,26228.79,,0,2400000.0,2008.0,1.0,11798.0,136.0,13,364,9.0,14.690979711984754,9.375770061099919,2400000.0,11798.0,13.0,0,Truck_Own Goods,NISSAN_Truck,NISSAN_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,13710.11,,0,2255608.54,2012.0,1.0,4164.0,10.0,43,364,2.0,14.62893080037953,8.334471554600944,2255608.54,4164.0,43.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Automobile,TOYOTA,Private,5924.27,,0,470000.0,2000.0,4.0,1600.0,0.0,11,365,15.0,13.060490101343552,7.3783837129967145,117500.0,400.0,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Bus,MERCEEDICE,Own service,11087.51,,0,984110.86,2010.0,12.0,0.0,12.0,10,364,6.0,13.799494848435227,0.0,82009.23833333333,0.0,10.0,0,Bus_Own service,MERCEEDICE_Bus,MERCEEDICE_Own service
0,1202,Bus,MITSUBISHI,Own service,23767.49,,0,1556108.33,2009.0,34.0,4214.0,0.0,11,365,6.0,14.257699244748254,8.346404870435956,45767.892058823534,123.94117647058823,11.0,0,Bus_Own service,MITSUBISHI_Bus,MITSUBISHI_Own service
2,1202,Trailers and semitrailers,CALABRESE,Learnes,12977.3,,0,351000.0,1983.0,0.0,0.0,89.2,11,365,32.0,12.768544351446794,0.0,,,11.0,0,Trailers and semitrailers_Learnes,CALABRESE_Trailers and semitrailers,CALABRESE_Learnes
0,1201,Station Wagones,TOYOTA,Private,9319.05,,0,1200000.0,2006.0,8.0,4164.0,2.0,04,364,11.0,13.997832948091215,8.334471554600944,150000.0,520.5,4.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Special construction,TOYOTA,Ambulance,5990.27,,0,470000.0,2000.0,2.0,4164.0,0.0,11,365,15.0,13.060490101343552,8.334471554600944,235000.0,2082.0,11.0,0,Special construction_Ambulance,TOYOTA_Special construction,TOYOTA_Ambulance
0,1202,Bus,TOYOTA,Own service,5843.01,,0,280000.0,2002.0,11.0,1998.0,11.0,13,365,13.0,12.54254845357358,7.6004023345004,25454.545454545456,181.63636363636363,13.0,0,Bus_Own service,TOYOTA_Bus,TOYOTA_Own service
2,1201,Automobile,TOYOTA,Private,3084.16,,0,290000.0,2007.0,4.0,998.0,0.0,13,364,11.0,12.577639650232573,6.906754778648554,72500.0,249.5,13.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Special construction,EXCAVATOR,Special Construction,12503.3,,0,5000000.0,2000.0,1.0,11000.0,400.0,06,364,16.0,15.424948670398354,9.305741456739435,5000000.0,11000.0,6.0,0,Special construction_Special Construction,EXCAVATOR_Special construction,EXCAVATOR_Special Construction
0,1202,Pick-up,TOYOTA,Own Goods,1844.3,,0,100000.0,1988.0,4.0,2779.0,6.0,17,364,29.0,11.51293546492023,7.930206206684683,25000.0,694.75,17.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,5438.35,,0,350000.0,2006.0,4.0,2892.0,6.0,12,364,11.0,12.765691290604371,7.970049304976135,87500.0,723.0,12.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Truck,FIAT,Own Goods,11535.08,,0,450000.0,1986.0,1.0,1300.0,96.6,80,364,28.0,13.017005083966255,7.170888478512505,450000.0,1300.0,80.0,0,Truck_Own Goods,FIAT_Truck,FIAT_Own Goods
0,1202,Truck,SCANIA,General Cartage,23700.42,,0,1500000.0,2007.0,1.0,11700.0,400.0,94,365,8.0,14.220976332738882,9.367429587218957,1500000.0,11700.0,94.0,0,Truck_General Cartage,SCANIA_Truck,SCANIA_General Cartage
0,1201,Automobile,TOYOTA,Private,23920.985,62415.66,1,2067733.44,2010.0,4.0,1270.0,0.0,11,364,6.0,14.541964092438183,7.147559271189454,516933.36,317.5,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
1,1202,Trailers and semitrailers,CALABRESE,General Cartage,15898.1,,0,850000.0,2008.0,0.0,0.0,226.0,13,364,8.0,13.652992804936396,0.0,,,13.0,0,Trailers and semitrailers_General Cartage,CALABRESE_Trailers and semitrailers,CALABRESE_General Cartage
0,1201,Automobile,RENAULT,Private,3443.34,,0,303000.0,2003.0,3.0,1589.0,0.0,00,364,11.0,12.621491384816093,7.371489295214277,101000.0,529.6666666666666,0.0,1,Automobile_Private,RENAULT_Automobile,RENAULT_Private
0,1202,Pick-up,NISSAN,Own Goods,7179.0,,0,500000.0,2006.0,4.0,3153.0,7.0,12,364,10.0,13.122365377402328,8.056426767522984,125000.0,788.25,12.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,8270.43,,0,450000.0,1998.0,4.0,2779.0,7.0,14,364,20.0,13.017005083966255,7.930206206684683,112500.0,694.75,14.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,8029.27,,0,1500000.0,2010.0,1.0,4164.0,10.0,11,364,7.0,14.220976332738882,8.334471554600944,1500000.0,4164.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,MAZDA,Own Goods,9947.08,,0,1499900.0,2012.0,4.0,2499.0,7.0,12,364,4.0,14.220909663894343,7.824046010856292,374975.0,624.75,12.0,0,Pick-up_Own Goods,MAZDA_Pick-up,MAZDA_Own Goods
0,1201,Motor-cycle,SUZUKI,Private,1397.255,,0,85533.25,2010.0,2.0,185.0,0.0,82,364,4.0,11.356672159507506,5.225746673713202,42766.625,92.5,82.0,1,Motor-cycle_Private,SUZUKI_Motor-cycle,SUZUKI_Private
1,1202,Truck,FOTON,Own Goods,10837.24,,0,800000.0,2007.0,1.0,9726.0,169.0,93,364,10.0,13.592368256649284,9.18266080286944,800000.0,9726.0,93.0,0,Truck_Own Goods,FOTON_Truck,FOTON_Own Goods
0,1202,Truck,ISUZU,Own Goods,7337.01,,0,155168.0,1998.0,2.0,3636.0,0.0,11,365,17.0,11.95227012451207,8.19891444498699,77584.0,1818.0,11.0,0,Truck_Own Goods,ISUZU_Truck,ISUZU_Own Goods
1,1202,Truck,ISUZU,General Cartage,34131.9,,0,750000.0,2005.0,2.0,8226.0,0.0,12,365,10.0,13.527829818844937,9.01517670716893,375000.0,4113.0,12.0,0,Truck_General Cartage,ISUZU_Truck,ISUZU_General Cartage
0,1201,Automobile,MITSUBISHI,Private,6636.01,,0,650000.0,2010.0,4.0,1299.0,0.0,82,365,5.0,13.384729180332174,7.170119543449628,162500.0,324.75,82.0,1,Automobile_Private,MITSUBISHI_Automobile,MITSUBISHI_Private
0,1202,Pick-up,TOYOTA,Own Goods,8347.63,,0,679305.0,2010.0,4.0,4164.0,10.0,11,364,4.0,13.428826967762202,8.334471554600944,169826.25,1041.0,11.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1201,Station Wagones,TOYOTA,Private,11578.95,,0,950000.0,2000.0,8.0,4164.0,2.0,02,365,15.0,13.76421831620775,8.334471554600944,118750.0,520.5,2.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Truck,IVECO,Own Goods,12132.673,,0,997500.0,2006.0,1.0,3000.0,132.9,01,364,10.0,13.81300843025192,8.006700845440367,997500.0,3000.0,1.0,0,Truck_Own Goods,IVECO_Truck,IVECO_Own Goods
0,1201,Automobile,TOYOTA,Private,8716.86,,0,618700.0,2010.0,0.0,1400.0,0.0,15,365,5.0,13.33537739781,7.244941546337007,,,15.0,0,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Truck,MERCEDES,Own Goods,7249.98,,0,523009.0,2002.0,2.0,5958.0,40.0,16,364,15.0,13.167355863323158,8.69265796074698,261504.5,2979.0,16.0,0,Truck_Own Goods,MERCEDES_Truck,MERCEDES_Own Goods
0,1201,Trailers and semitrailers,MESFIN,General Cartage,4090.18,,0,400000.0,2000.0,0.0,0.0,219.0,11,365,15.0,12.899222326086994,0.0,,,11.0,0,Trailers and semitrailers_General Cartage,MESFIN_Trailers and semitrailers,MESFIN_General Cartage
1,1201,Automobile,SUZUKI,Private,3220.37,,0,110000.0,1989.0,4.0,1298.0,0.0,10,364,27.0,11.608244735642321,7.1693500166706,27500.0,324.5,10.0,1,Automobile_Private,SUZUKI_Automobile,SUZUKI_Private
0,1202,Special construction,TOYOTA,Ambulance,11433.69,,0,940000.0,1990.0,12.0,4164.0,0.0,11,364,26.0,13.753636218075409,8.334471554600944,78333.33333333333,347.0,11.0,0,Special construction_Ambulance,TOYOTA_Special construction,TOYOTA_Ambulance
0,1202,Pick-up,TOYOTA,Own Goods,4790.22,55850.0,1,640000.0,2010.0,4.0,2771.0,5.0,06,364,6.0,13.369225017834633,7.927324360309794,160000.0,692.75,6.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Truck,NISSAN,Own Goods,7537.83,,0,752346.63,2005.0,1.0,12503.0,930.0,95,364,9.0,13.530953770052468,9.433803872101313,752346.63,12503.0,95.0,0,Truck_Own Goods,NISSAN_Truck,NISSAN_Own Goods
1,1202,Bus,ISUZU,Fare Paying Passengers,6542.04,,0,250000.0,2002.0,24.0,4300.0,24.0,16,183,14.0,12.429220196836383,8.366602832783736,10416.666666666666,179.16666666666666,16.0,0,Bus_Fare Paying Passengers,ISUZU_Bus,ISUZU_Fare Paying Passengers
0,1201,Automobile,MITSUBISHI,Private,1640.29,,0,156906.2,2001.0,5.0,1300.0,0.0,95,364,15.0,11.96340982676959,7.170888478512505,31381.24,260.0,95.0,1,Automobile_Private,MITSUBISHI_Automobile,MITSUBISHI_Private
0,1201,Station Wagones,TOYOTA,Private,4258.95,,0,300000.0,1989.0,9.0,3431.0,2.0,11,364,25.0,12.611541086966115,8.140898460607852,33333.333333333336,381.22222222222223,11.0,1,Station Wagones_Private,TOYOTA_Station Wagones,TOYOTA_Private
0,1202,Pick-up,TOYOTA,Own Goods,13377.01,,0,2255608.54,2012.0,1.0,4164.0,10.0,17,364,5.0,14.62893080037953,8.334471554600944,2255608.54,4164.0,17.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,7459.75,409410.0,1,600000.0,2010.0,4.0,2500.0,7.0,02,364,4.0,13.304686600863562,7.824445930877619,150000.0,625.0,2.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,9960.38,,0,400000.0,2007.0,1.0,3153.0,10.0,11,365,8.0,12.899222326086994,8.056426767522984,400000.0,3153.0,11.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
0,1202,Trailers and semitrailers,CALABRASE,Own Goods,5723.39,,0,311040.0,2000.0,0.0,0.0,240.0,01,364,16.0,12.64768001526962,0.0,,,1.0,0,Trailers and semitrailers_Own Goods,CALABRASE_Trailers and semitrailers,CALABRASE_Own Goods
1,1202,Pick-up,TOYOTA,Own Goods,5145.94,,0,917960.76,2006.0,4.0,2494.0,6.2,08,364,12.0,13.729911012961582,7.822044008185619,229490.19,623.5,8.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,NISSAN,Own Goods,15425.76,,0,1309817.6,2011.0,4.0,249.0,8.0,11,365,4.0,14.085399212306582,5.521460917862246,327454.4,62.25,11.0,0,Pick-up_Own Goods,NISSAN_Pick-up,NISSAN_Own Goods
1,1202,Trailers and semitrailers,MESFIN,General Cartage,5576.76,,0,600000.0,2006.0,0.0,0.0,220.0,13,364,12.0,13.304686600863562,0.0,,,13.0,0,Trailers and semitrailers_General Cartage,MESFIN_Trailers and semitrailers,MESFIN_General Cartage
2,1201,Automobile,TOYOTA,Private,4040.39,,0,260000.0,1999.0,4.0,997.0,0.0,13,365,17.0,12.468440756144114,6.905753276311464,65000.0,249.25,13.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1201,Motor-cycle,SUZUKI,Private,602.81,,0,32910.68,2010.0,1.0,171.0,0.0,11,365,5.0,10.401582888948047,5.147494476813453,32910.68,171.0,11.0,1,Motor-cycle_Private,SUZUKI_Motor-cycle,SUZUKI_Private
0,1202,Pick-up,TOYOTA,Own Goods,5796.95,,0,400000.0,1996.0,4.0,2779.0,7.0,66,364,21.0,12.899222326086994,7.930206206684683,100000.0,694.75,66.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Pick-up,FORD,Own Goods,11040.5,,0,350000.0,2006.0,4.0,2892.0,7.0,80,364,10.0,12.765691290604371,7.970049304976135,87500.0,723.0,80.0,0,Pick-up_Own Goods,FORD_Pick-up,FORD_Own Goods
0,1201,Automobile,TOYOTA,Private,7966.95,,0,650000.0,1992.0,5.0,1587.0,0.0,11,365,23.0,13.384729180332174,7.370230641807081,130000.0,317.4,11.0,1,Automobile_Private,TOYOTA_Automobile,TOYOTA_Private
0,1202,Trailers and semitrailers,LOWBED,Own Goods,8043.47,,0,551040.0,2000.0,0.0,0.0,400.0,01,364,17.0,13.219564495530092,0.0,,,1.0,0,Trailers and semitrailers_Own Goods,LOWBED_Trailers and semitrailers,LOWBED_Own Goods
0,1202,Truck,NISSAN,Own Goods,9762.31,,0,2000000.0,2007.0,1.0,12600.0,120.0,11,365,8.0,14.508658238524095,9.441531454869693,2000000.0,12600.0,11.0,0,Truck_Own Goods,NISSAN_Truck,NISSAN_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,4643.0,,0,435000.0,2011.0,4.0,2494.0,7.0,12,364,4.0,12.983103608918753,7.822044008185619,108750.0,623.5,12.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Truck,ISUZU,Own Goods,14000.28,,0,1654718.0,2012.0,2.0,8226.0,0.0,09,364,4.0,14.31914176385796,9.01517670716893,827359.0,4113.0,9.0,0,Truck_Own Goods,ISUZU_Truck,ISUZU_Own Goods
0,1202,Pick-up,TOYOTA,Own Goods,9773.93,,0,1073000.0,2010.0,4.0,2494.0,7.0,15,364,7.0,13.88596995357885,7.822044008185619,268250.0,623.5,15.0,0,Pick-up_Own Goods,TOYOTA_Pick-up,TOYOTA_Own Goods
0,1202,Truck,ISUZU,Own Goods,8735.6,,0,300000.0,2002.0,1.0,4334.0,0.0,12,364,15.0,12.611541086966115,8.374476889214643,300000.0,4334.0,12.0,0,Truck_Own Goods,ISUZU_Truck,ISUZU_Own Goods
